id,entity_id,entity_name,date,account_code,account_name,debit,credit,description,posted_by,is_anomaly,anomaly_type
JE-010067,SUB-0001,東洋エネルギーシステム株式会社,2025-10-30,5200,一般管理費,0.0,7477.0,通常仕訳_一般管理費_68,suzuki_k,False,
JE-010068,SUB-0001,東洋エネルギーシステム株式会社,2025-02-15,2100,有形固定資産,0.0,54246.0,通常仕訳_有形固定資産_69,suzuki_k,False,
JE-010069,SUB-0001,東洋エネルギーシステム株式会社,2025-03-02,5200,一般管理費,0.0,26620.0,通常仕訳_一般管理費_70,suzuki_k,False,
JE-010070,SUB-0001,東洋エネルギーシステム株式会社,2025-09-08,6200,営業外費用,0.0,13787.0,通常仕訳_営業外費用_71,tanaka_m,False,
JE-010071,SUB-0001,東洋エネルギーシステム株式会社,2025-12-10,3400,長期借入金,27700.0,0.0,通常仕訳_長期借入金_72,suzuki_k,False,
JE-010072,SUB-0001,東洋エネルギーシステム株式会社,2025-11-14,7200,特別損失,43579.0,0.0,通常仕訳_特別損失_73,yamada_t,False,
JE-010073,SUB-0001,東洋エネルギーシステム株式会社,2025-01-29,1500,その他流動資産,25456.0,0.0,通常仕訳_その他流動資産_74,watanabe_a,False,
JE-010074,SUB-0001,東洋エネルギーシステム株式会社,2025-07-17,3200,短期借入金,0.0,31777.0,通常仕訳_短期借入金_75,yamada_t,False,
JE-010075,SUB-0001,東洋エネルギーシステム株式会社,2025-04-07,5100,販売費,87936.0,0.0,通常仕訳_販売費_76,watanabe_a,False,
JE-010076,SUB-0001,東洋エネルギーシステム株式会社,2025-07-26,1400,前払費用,0.0,15870.0,通常仕訳_前払費用_77,suzuki_k,False,
JE-010077,SUB-0001,東洋エネルギーシステム株式会社,2025-08-09,3200,短期借入金,0.0,33879.0,通常仕訳_短期借入金_78,tanaka_m,False,
JE-010078,SUB-0001,東洋エネルギーシステム株式会社,2025-05-13,4100,売上高,15099.0,0.0,通常仕訳_売上高_79,yamada_t,False,
JE-010079,SUB-0001,東洋エネルギーシステム株式会社,2025-02-06,1100,現金及び預金,50581.0,0.0,通常仕訳_現金及び預金_80,tanaka_m,False,
JE-010080,SUB-0001,東洋エネルギーシステム株式会社,2025-07-11,3200,短期借入金,287662965.0,0.0,異常大口仕訳,watanabe_a,True,large
JE-010081,SUB-0001,東洋エネルギーシステム株式会社,2025-01-17,3400,長期借入金,157534550.0,0.0,異常大口仕訳,system_batch,True,large
JE-010082,SUB-0001,東洋エネルギーシステム株式会社,2025-05-26,1200,売掛金,10000000.0,0.0,端数なし大口仕訳,tanaka_m,True,round_number
JE-010083,SUB-0001,東洋エネルギーシステム株式会社,2025-08-23,5200,一般管理費,117104933.0,0.0,異常大口仕訳,yamada_t,True,large
JE-020000,SUB-0002,東洋航空宇宙株式会社,2025-10-06,1400,前払費用,17613.0,0.0,通常仕訳_前払費用_1,tanaka_m,False,
JE-020001,SUB-0002,東洋航空宇宙株式会社,2025-05-02,1100,現金及び預金,0.0,93486.0,通常仕訳_現金及び預金_2,tanaka_m,False,
JE-020002,SUB-0002,東洋航空宇宙株式会社,2025-05-13,3400,長期借入金,0.0,205920.0,通常仕訳_長期借入金_3,tanaka_m,False,
JE-020003,SUB-0002,東洋航空宇宙株式会社,2025-04-12,6100,営業外収益,1377.0,0.0,通常仕訳_営業外収益_4,watanabe_a,False,
JE-020004,SUB-0002,東洋航空宇宙株式会社,2025-02-06,5200,一般管理費,366975.0,0.0,通常仕訳_一般管理費_5,system_batch,False,
JE-020005,SUB-0002,東洋航空宇宙株式会社,2025-12-26,3300,未払費用,239303.0,0.0,通常仕訳_未払費用_6,system_batch,False,
JE-020006,SUB-0002,東洋航空宇宙株式会社,2025-01-08,4100,売上高,0.0,4711.0,通常仕訳_売上高_7,tanaka_m,False,
JE-020007,SUB-0002,東洋航空宇宙株式会社,2025-12-29,1200,売掛金,0.0,2694791.0,通常仕訳_売掛金_8,yamada_t,False,
JE-020008,SUB-0002,東洋航空宇宙株式会社,2025-06-08,3200,短期借入金,35664.0,0.0,通常仕訳_短期借入金_9,watanabe_a,False,
JE-020009,SUB-0002,東洋航空宇宙株式会社,2025-07-01,1300,棚卸資産,0.0,63756.0,通常仕訳_棚卸資産_10,watanabe_a,False,
JE-020010,SUB-0002,東洋航空宇宙株式会社,2025-05-07,3400,長期借入金,673574.0,0.0,通常仕訳_長期借入金_11,system_batch,False,
JE-020011,SUB-0002,東洋航空宇宙株式会社,2025-02-05,7200,特別損失,6344.0,0.0,通常仕訳_特別損失_12,tanaka_m,False,
JE-020012,SUB-0002,東洋航空宇宙株式会社,2025-10-20,2100,有形固定資産,0.0,2429.0,通常仕訳_有形固定資産_13,tanaka_m,False,
JE-020013,SUB-0002,東洋航空宇宙株式会社,2025-03-26,7200,特別損失,11564.0,0.0,通常仕訳_特別損失_14,tanaka_m,False,
JE-020014,SUB-0002,東洋航空宇宙株式会社,2025-11-16,6100,営業外収益,31552.0,0.0,通常仕訳_営業外収益_15,tanaka_m,False,
JE-020015,SUB-0002,東洋航空宇宙株式会社,2025-06-19,3200,短期借入金,48877.0,0.0,通常仕訳_短期借入金_16,suzuki_k,False,
JE-020016,SUB-0002,東洋航空宇宙株式会社,2025-04-02,1300,棚卸資産,91056.0,0.0,通常仕訳_棚卸資産_17,suzuki_k,False,
JE-020017,SUB-0002,東洋航空宇宙株式会社,2025-04-21,5100,販売費,665662.0,0.0,通常仕訳_販売費_18,watanabe_a,False,
JE-020018,SUB-0002,東洋航空宇宙株式会社,2025-08-16,7200,特別損失,4705.0,0.0,通常仕訳_特別損失_19,system_batch,False,
JE-020019,SUB-0002,東洋航空宇宙株式会社,2025-02-19,3300,未払費用,1963.0,0.0,通常仕訳_未払費用_20,watanabe_a,False,
JE-020020,SUB-0002,東洋航空宇宙株式会社,2025-05-28,5200,一般管理費,0.0,41784.0,通常仕訳_一般管理費_21,suzuki_k,False,
JE-020021,SUB-0002,東洋航空宇宙株式会社,2025-05-16,3100,買掛金,0.0,21072.0,通常仕訳_買掛金_22,system_batch,False,
JE-020022,SUB-0002,東洋航空宇宙株式会社,2025-05-17,1100,現金及び預金,0.0,19181.0,通常仕訳_現金及び預金_23,system_batch,False,
JE-020023,SUB-0002,東洋航空宇宙株式会社,2025-07-13,5200,一般管理費,0.0,1444.0,通常仕訳_一般管理費_24,yamada_t,False,
JE-020024,SUB-0002,東洋航空宇宙株式会社,2025-07-01,3400,長期借入金,84974.0,0.0,通常仕訳_長期借入金_25,watanabe_a,False,
JE-020025,SUB-0002,東洋航空宇宙株式会社,2025-04-03,1500,その他流動資産,82028.0,0.0,通常仕訳_その他流動資産_26,system_batch,False,
JE-020026,SUB-0002,東洋航空宇宙株式会社,2025-08-11,3100,買掛金,0.0,12511.0,通常仕訳_買掛金_27,tanaka_m,False,
JE-020027,SUB-0002,東洋航空宇宙株式会社,2025-08-04,5200,一般管理費,5073359.0,0.0,通常仕訳_一般管理費_28,suzuki_k,False,
JE-020028,SUB-0002,東洋航空宇宙株式会社,2025-06-26,3100,買掛金,0.0,2063.0,通常仕訳_買掛金_29,watanabe_a,False,
JE-020029,SUB-0002,東洋航空宇宙株式会社,2025-09-11,1300,棚卸資産,0.0,170675.0,通常仕訳_棚卸資産_30,yamada_t,False,
JE-020030,SUB-0002,東洋航空宇宙株式会社,2025-12-25,1100,現金及び預金,0.0,6960.0,通常仕訳_現金及び預金_31,yamada_t,False,
JE-020031,SUB-0002,東洋航空宇宙株式会社,2025-07-17,2100,有形固定資産,0.0,3989.0,通常仕訳_有形固定資産_32,system_batch,False,
JE-020032,SUB-0002,東洋航空宇宙株式会社,2025-11-28,6100,営業外収益,2125.0,0.0,通常仕訳_営業外収益_33,yamada_t,False,
JE-020033,SUB-0002,東洋航空宇宙株式会社,2025-08-27,2200,無形固定資産,0.0,174067.0,通常仕訳_無形固定資産_34,system_batch,False,
JE-020034,SUB-0002,東洋航空宇宙株式会社,2025-04-24,1300,棚卸資産,6556.0,0.0,通常仕訳_棚卸資産_35,tanaka_m,False,
JE-020035,SUB-0002,東洋航空宇宙株式会社,2025-08-19,5100,販売費,0.0,8392.0,通常仕訳_販売費_36,watanabe_a,False,
JE-020036,SUB-0002,東洋航空宇宙株式会社,2025-10-12,3500,退職給付引当金,0.0,9856.0,通常仕訳_退職給付引当金_37,system_batch,False,
JE-020037,SUB-0002,東洋航空宇宙株式会社,2025-10-18,7200,特別損失,0.0,52121.0,通常仕訳_特別損失_38,tanaka_m,False,
JE-020038,SUB-0002,東洋航空宇宙株式会社,2025-12-23,6100,営業外収益,0.0,233462.0,通常仕訳_営業外収益_39,yamada_t,False,
JE-020039,SUB-0002,東洋航空宇宙株式会社,2025-02-04,1300,棚卸資産,45180.0,0.0,通常仕訳_棚卸資産_40,suzuki_k,False,
JE-020040,SUB-0002,東洋航空宇宙株式会社,2025-05-10,7200,特別損失,290242.0,0.0,通常仕訳_特別損失_41,tanaka_m,False,
JE-020041,SUB-0002,東洋航空宇宙株式会社,2025-06-10,4100,売上高,355698.0,0.0,通常仕訳_売上高_42,watanabe_a,False,
JE-020042,SUB-0002,東洋航空宇宙株式会社,2025-05-19,2300,投資有価証券,0.0,10197.0,通常仕訳_投資有価証券_43,suzuki_k,False,
JE-020043,SUB-0002,東洋航空宇宙株式会社,2025-07-04,6200,営業外費用,46565.0,0.0,通常仕訳_営業外費用_44,yamada_t,False,
JE-020044,SUB-0002,東洋航空宇宙株式会社,2025-02-26,3500,退職給付引当金,145583.0,0.0,通常仕訳_退職給付引当金_45,system_batch,False,
JE-020045,SUB-0002,東洋航空宇宙株式会社,2025-06-29,1200,売掛金,109887.0,0.0,通常仕訳_売掛金_46,watanabe_a,False,
JE-020046,SUB-0002,東洋航空宇宙株式会社,2025-09-11,4200,売上原価,31694.0,0.0,通常仕訳_売上原価_47,suzuki_k,False,
JE-020047,SUB-0002,東洋航空宇宙株式会社,2025-07-24,3100,買掛金,585806.0,0.0,通常仕訳_買掛金_48,yamada_t,False,
JE-020048,SUB-0002,東洋航空宇宙株式会社,2025-03-17,1300,棚卸資産,0.0,16044.0,通常仕訳_棚卸資産_49,tanaka_m,False,
JE-020049,SUB-0002,東洋航空宇宙株式会社,2025-05-18,2100,有形固定資産,16798.0,0.0,通常仕訳_有形固定資産_50,system_batch,False,
JE-020050,SUB-0002,東洋航空宇宙株式会社,2025-06-20,3300,未払費用,0.0,53603.0,通常仕訳_未払費用_51,system_batch,False,
JE-020051,SUB-0002,東洋航空宇宙株式会社,2025-12-12,1100,現金及び預金,18836.0,0.0,通常仕訳_現金及び預金_52,yamada_t,False,
JE-020052,SUB-0002,東洋航空宇宙株式会社,2025-11-11,7200,特別損失,0.0,3558.0,通常仕訳_特別損失_53,watanabe_a,False,
JE-020053,SUB-0002,東洋航空宇宙株式会社,2025-09-06,6100,営業外収益,0.0,234259.0,通常仕訳_営業外収益_54,watanabe_a,False,
JE-020054,SUB-0002,東洋航空宇宙株式会社,2025-09-19,5200,一般管理費,28590.0,0.0,通常仕訳_一般管理費_55,yamada_t,False,
JE-020055,SUB-0002,東洋航空宇宙株式会社,2025-07-26,6200,営業外費用,188337.0,0.0,通常仕訳_営業外費用_56,tanaka_m,False,
JE-020056,SUB-0002,東洋航空宇宙株式会社,2025-10-04,5100,販売費,293925.0,0.0,通常仕訳_販売費_57,yamada_t,False,
JE-020057,SUB-0002,東洋航空宇宙株式会社,2025-07-30,3300,未払費用,0.0,2437.0,通常仕訳_未払費用_58,watanabe_a,False,
JE-020058,SUB-0002,東洋航空宇宙株式会社,2025-07-04,1100,現金及び預金,84876.0,0.0,通常仕訳_現金及び預金_59,yamada_t,False,
JE-020059,SUB-0002,東洋航空宇宙株式会社,2025-12-07,7200,特別損失,10719.0,0.0,通常仕訳_特別損失_60,watanabe_a,False,
JE-020060,SUB-0002,東洋航空宇宙株式会社,2025-10-07,5100,販売費,0.0,47537.0,通常仕訳_販売費_61,watanabe_a,False,
JE-020061,SUB-0002,東洋航空宇宙株式会社,2025-02-05,5200,一般管理費,0.0,98445.0,通常仕訳_一般管理費_62,watanabe_a,False,
JE-020062,SUB-0002,東洋航空宇宙株式会社,2025-06-05,2100,有形固定資産,0.0,6838.0,通常仕訳_有形固定資産_63,system_batch,False,
JE-020063,SUB-0002,東洋航空宇宙株式会社,2025-08-20,4200,売上原価,0.0,4092.0,通常仕訳_売上原価_64,yamada_t,False,
JE-020064,SUB-0002,東洋航空宇宙株式会社,2025-04-13,5200,一般管理費,28851.0,0.0,通常仕訳_一般管理費_65,watanabe_a,False,
JE-020065,SUB-0002,東洋航空宇宙株式会社,2025-04-13,7200,特別損失,0.0,15362.0,通常仕訳_特別損失_66,suzuki_k,False,
JE-020066,SUB-0002,東洋航空宇宙株式会社,2025-02-14,1100,現金及び預金,0.0,10293.0,通常仕訳_現金及び預金_67,watanabe_a,False,
JE-020067,SUB-0002,東洋航空宇宙株式会社,2025-11-12,2100,有形固定資産,55497.0,0.0,通常仕訳_有形固定資産_68,tanaka_m,False,
JE-020068,SUB-0002,東洋航空宇宙株式会社,2025-08-22,2200,無形固定資産,21052.0,0.0,通常仕訳_無形固定資産_69,yamada_t,False,
JE-020069,SUB-0002,東洋航空宇宙株式会社,2025-01-22,1200,売掛金,0.0,74662.0,通常仕訳_売掛金_70,watanabe_a,False,
JE-020070,SUB-0002,東洋航空宇宙株式会社,2025-06-22,5100,販売費,0.0,102121.0,通常仕訳_販売費_71,yamada_t,False,
JE-020071,SUB-0002,東洋航空宇宙株式会社,2025-02-14,3400,長期借入金,0.0,7289.0,通常仕訳_長期借入金_72,tanaka_m,False,
JE-020072,SUB-0002,東洋航空宇宙株式会社,2025-07-17,1400,前払費用,10032.0,0.0,通常仕訳_前払費用_73,system_batch,False,
JE-020073,SUB-0002,東洋航空宇宙株式会社,2025-11-09,6200,営業外費用,0.0,52263.0,通常仕訳_営業外費用_74,suzuki_k,False,
JE-020074,SUB-0002,東洋航空宇宙株式会社,2025-08-17,5200,一般管理費,0.0,45355.0,通常仕訳_一般管理費_75,tanaka_m,False,
JE-020075,SUB-0002,東洋航空宇宙株式会社,2025-05-24,5100,販売費,39501.0,0.0,通常仕訳_販売費_76,yamada_t,False,
JE-020076,SUB-0002,東洋航空宇宙株式会社,2025-05-21,1400,前払費用,502350.0,0.0,通常仕訳_前払費用_77,suzuki_k,False,
JE-020077,SUB-0002,東洋航空宇宙株式会社,2025-03-02,3300,未払費用,571093.0,0.0,通常仕訳_未払費用_78,yamada_t,False,
JE-020078,SUB-0002,東洋航空宇宙株式会社,2025-11-22,6200,営業外費用,0.0,1070.0,通常仕訳_営業外費用_79,system_batch,False,
JE-020079,SUB-0002,東洋航空宇宙株式会社,2025-07-27,4200,売上原価,0.0,30559.0,通常仕訳_売上原価_80,watanabe_a,False,
JE-020080,SUB-0002,東洋航空宇宙株式会社,2025-09-05,3200,短期借入金,999999.0,0.0,重複疑い仕訳,watanabe_a,True,duplicate
JE-020081,SUB-0002,東洋航空宇宙株式会社,2025-04-11,2300,投資有価証券,999999.0,0.0,重複疑い仕訳,tanaka_m,True,duplicate
JE-020082,SUB-0002,東洋航空宇宙株式会社,2025-03-26,1500,その他流動資産,5000000.0,0.0,端数なし大口仕訳,system_batch,True,round_number
JE-020083,SUB-0002,東洋航空宇宙株式会社,2025-09-07,2300,投資有価証券,1000000.0,0.0,端数なし大口仕訳,suzuki_k,True,round_number
JE-030000,SUB-0003,東洋建機リース株式会社,2025-01-07,4200,売上原価,0.0,17716.0,通常仕訳_売上原価_1,yamada_t,False,
JE-030001,SUB-0003,東洋建機リース株式会社,2025-10-20,2300,投資有価証券,3961.0,0.0,通常仕訳_投資有価証券_2,watanabe_a,False,
JE-030002,SUB-0003,東洋建機リース株式会社,2025-03-23,3100,買掛金,0.0,1151.0,通常仕訳_買掛金_3,yamada_t,False,
JE-030003,SUB-0003,東洋建機リース株式会社,2025-06-03,2200,無形固定資産,344.0,0.0,通常仕訳_無形固定資産_4,suzuki_k,False,
JE-030004,SUB-0003,東洋建機リース株式会社,2025-02-17,2200,無形固定資産,0.0,14966.0,通常仕訳_無形固定資産_5,system_batch,False,
JE-030005,SUB-0003,東洋建機リース株式会社,2025-02-21,2200,無形固定資産,10436.0,0.0,通常仕訳_無形固定資産_6,yamada_t,False,
JE-030006,SUB-0003,東洋建機リース株式会社,2025-08-31,7100,特別利益,39462.0,0.0,通常仕訳_特別利益_7,yamada_t,False,
JE-030007,SUB-0003,東洋建機リース株式会社,2025-06-17,3200,短期借入金,0.0,14029.0,通常仕訳_短期借入金_8,system_batch,False,
JE-030008,SUB-0003,東洋建機リース株式会社,2025-11-30,3500,退職給付引当金,0.0,111266.0,通常仕訳_退職給付引当金_9,watanabe_a,False,
JE-030009,SUB-0003,東洋建機リース株式会社,2025-07-06,1300,棚卸資産,228182.0,0.0,通常仕訳_棚卸資産_10,suzuki_k,False,
JE-030010,SUB-0003,東洋建機リース株式会社,2025-12-30,1100,現金及び預金,6131.0,0.0,通常仕訳_現金及び預金_11,yamada_t,False,
JE-030011,SUB-0003,東洋建機リース株式会社,2025-07-08,7200,特別損失,0.0,8133.0,通常仕訳_特別損失_12,tanaka_m,False,
